,ERR1801006,ERR1801007,ERR1801008,ERR1801009,ERR1801010,ERR1801011,ERR1801012,ERR1801013,ERR1801014
E745S_00070,1563.52356318853,2165.42765069043,3313.87828991987,1512.07550564662,2900.3234967093,2117.1837394097,1670.11639570096,1577.49769832884,999.877220005649
E745S_00071,794.280330277992,1049.78409009287,647.801355298677,1121.52891265741,1750.38344029758,1478.38560434971,743.998567849436,1854.61180278479,1507.39065743276
E745S_00073,1390.85392617157,748.25880344488,2394.26078805114,1754.67573143422,1116.278836406,1627.49498335576,1759.10648865653,1087.92944712334,888.419045048309
E745S_00074,4769.99872259338,1862.31538884956,4015.39181789406,4128.1808912709,4545.17446347543,2613.65019450938,2176.1182033204,2670.55888812729,3568.82583504181
E745S_00075,90.6515594339013,81.729222433534,738.949284687436,242.600225787596,308.409556268649,181.30344947326,0,57.475517961233,90.8979290914226
E745S_00076,0,7.93487596442078,0,0,0.909762702857372,0,0,0,0
E745S_00077,6482.01817361648,6162.22467396918,7806.16909550869,4807.46152347617,6194.57424375585,8904.20212132692,6340.02673882267,5478.64847994753,5667.05303156881
E745S_00078,1217.32094096953,1372.73354184479,1251.6563874992,1168.45813666223,1905.95286248619,1733.39653094528,815.397595918437,1720.1601446969,735.840378359136
E745S_00079,2154.9170699716,1501.27853246841,1251.6563874992,2208.85517053165,1918.6895403262,2247.65444603999,2094.371490024,2322.62673475483,1951.05912085518
E745S_00080,1708.56605828277,1598.08401923435,2278.69823471897,3070.28482472171,4609.7676153783,3067.75603057324,1362.79014444744,1935.69333705153,1835.27247308396
E745S_00081,8359.80047617587,4697.4465709371,7496.9171922254,8716.1090956737,7991.35558189916,5257.80003472453,4972.06275176153,2739.32423997377,4136.9378918632
E745S_00082,1783.67735038514,1967.05575157991,1399.77177275594,2033.06943315769,2222.55028308056,1580.89830241637,1111.34139342183,998.637124576423,2327.6362556625
E745S_00083,2831.78204707806,3470.71474683765,2640.03466908154,4059.77558170456,3027.69027510933,3664.19354659742,3364.03246742492,2623.34685551628,2972.57870493021
E745S_00085,56.9809802155951,35.7069418398935,0,75.5640047535135,54.5857621714423,9.31933618787784,0,37.9748957958147,1.08211820346932
E745S_00086,214.110349901024,426.102839289396,584.323333045792,457.361081402845,262.921421125781,384.63442084514,414.942177618392,204.243358469382,442.586345218951
E745S_00087,490.381769128152,365.004294363356,686.864753608145,667.349473559978,1816.79611760617,1012.41879495582,530.836252165175,682.521775789642,377.659253010792
E745S_00088,4210.54909865844,5771.03528892323,4249.77220775087,6600.31696257532,6361.9705810816,5008.71959479398,4853.06437164653,5262.08893905788,3819.87725824669
E745S_00089,861.621488714604,1191.02488225956,1321.644976137,784.274828283835,788.764263377342,853.990079761897,1280.00866262831,1396.86035616497,1755.19572602723
E745S_00090,144.179146909157,79.3487596442078,19.531699154734,43.7475816994026,102.803185422883,85.5684504523329,116.928843069522,149.846886113215,107.129702143462
E745S_00091,1598.920838777,1490.16970611822,4100.02918089791,2693.26021153049,1225.45036074888,1280.98511964284,1633.89949740509,1616.49894265968,883.008454030963
E745S_00092,1535.89642126581,1279.10200546463,1586.95055632214,1563.77719310955,1584.80662837754,1446.1915338825,1286.21727376474,1384.5441737447,1183.83731459543
E745S_00094,1058.46487491393,1662.35651454615,1254.91167069166,1963.07330243865,1629.38500081755,1458.89971959324,1644.24718263248,1540.54915106805,1467.35228390439
E745S_00095,0,0.793487596442078,1.62764159622783,61.2466143791636,0,1.69442476143233,0,0,0
E745S_00096,209.7936089756,119.023139466312,0,119.311586452916,0,31.3468580864982,167.632500683739,41.0539414008807,0
E745S_00098,64.751113881358,76.1748092584395,24.4146239434175,23.8623172905832,32.7514573028654,12.7081857107425,9.31291670465219,142.66244636806,50.8595555630579
E745S_00099,877.16175604613,636.377052346547,1139.34911735948,586.217594771995,1170.86459857744,2332.37568411161,689.155836144262,997.610776041401,1533.36149431602
E745S_00100,3.4533927403391,0.793487596442078,0,6.36328461082219,1.81952540571474,4.23606190358084,4.13907409095653,5.13174267511009,20.560245865917
E745S_00101,11511.0213517353,8871.98481581887,6570.78912397176,11098.3637718503,6651.27512059025,6759.06037335358,8439.57207146037,6515.26050031977,8342.04923054496
E745S_00102,79.4280330277992,424.515864096512,0,512.244411171187,613.180061725869,298.218758012091,680.877687962349,730.760156935677,200.191867641824
E745S_00105,18.1303118867803,41.2613550149881,0,0,221.072336794341,72.8602647415904,76.5728706826958,226.823026239866,104.965465736524
E745S_00106,450.667752614252,835.542439053508,729.183435110069,658.599957220097,425.76894493725,1020.04370638227,155.21527841087,256.587133755504,604.904075739348
E745S_00109,63.0244175111885,242.807204511276,113.934911735948,0,0,94.0405742594946,0,1.02634853502202,0
E745S_00112,16.4036155166107,130.925453412943,1.62764159622783,3.97705288176387,8.18786432571635,3.38884952286467,6.2086111364348,7.18443974515412,64.927092208159
E745S_00113,0.863348185084774,0.793487596442078,1.62764159622783,2.38623172905832,0.909762702857372,0,1.03476852273913,2.05269707004404,0
E745S_00114,2.59004455525432,16.6632395252836,0,70.7915412953969,0,2.5416371421485,0,0,0
E745S_00115,105.328478580342,88.8706108015127,0,136.015208556324,303.860742754362,409.203579885909,87.9553244328263,55.422820891189,296.500387750593
E745S_00116,69.0678548067819,84.1096852228603,475.271346098527,0,1.81952540571474,31.3468580864982,139.693750569783,59.528215031277,136.346893637134
E745S_00117,3.4533927403391,2.38046278932623,0,3.97705288176387,292.943590320074,6.77769904572934,2.06953704547827,4.10539414008807,0
