gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
E745S_02528,474.912876915553,0.551062759388852,0.104567363089131,5.26993072321366,1.36475257784636e-07,2.32327178602968e-07
E745S_02942,329.135839683631,0.609672870283816,0.115694391838876,5.26968386793446,1.36658917938105e-07,2.32503863306735e-07
E745S_00845,6304.58261388593,0.319553647714773,0.0607282957762858,5.26202231809637,1.42479466268445e-07,2.42265027048741e-07
E745S_00021,53.4836870061637,1.34169013943853,0.255165966350746,5.25810772740073,1.45545255356349e-07,2.47333472470714e-07
E745S_01877,81.0079992959738,1.09314817344894,0.208468526846027,5.24370843881065,1.57380828922494e-07,2.67290310964632e-07
E745S_02026,1272.13281376631,0.40123731658562,0.0767685298276328,5.22658591334903,1.72668606512462e-07,2.93083564756722e-07
E745S_01130,4031.74806145444,-0.313379559896481,0.0600221892922976,-5.22106180383354,1.77900152521312e-07,3.017874964974e-07
E745S_02835,126.072897836809,-0.987164941933442,0.189349956155771,-5.21344161876298,1.85368887137958e-07,3.14274216924051e-07
E745S_02032,1828.48040833679,-0.408001346167875,0.0784711351401045,-5.19938121755749,1.99953057752909e-07,3.3880288190845e-07
E745S_00381,3481.15980654912,0.354959795802361,0.0683389708519513,5.19410508202328,2.05706933153644e-07,3.48349553467282e-07
E745S_01263,3902.4093030718,0.308255696853223,0.0593622909173786,5.19278639839319,2.071698258113e-07,3.50622885428311e-07
E745S_00926,18.3204684662437,2.57380456735029,0.496629212570985,5.18254766775808,2.18875403015445e-07,3.70218650887832e-07
E745S_02444,221.370592939965,0.882159171018734,0.170232331944058,5.18208944766513,2.19413940032722e-07,3.70914041483888e-07
E745S_01915,1366.95494976691,0.382780274285599,0.0738811098016684,5.18103037857933,2.20663547090381e-07,3.72809974219442e-07
E745S_01328,71.9698135751166,-1.15196434862225,0.223376315878972,-5.15705679937168,2.50861723980027e-07,4.23583804237737e-07
E745S_01681,1160.49424141525,-0.392329139894207,0.07622902122665,-5.1467162188493,2.65085880875049e-07,4.47342028537547e-07
E745S_01054,931.527228503746,0.422371014526451,0.0821715913810984,5.14010995074397,2.74577747846809e-07,4.63091439155307e-07
