,ERR1797972_pass,ERR1797973_pass,ERR1797974_pass,ERR1797969_pass,ERR1797970_pass,ERR1797971_pass
E745S_02030,749,629,610,436,502,455
E745S_02031,1082,913,865,554,671,614
E745S_02032,2460,2239,2007,1250,1718,1476
E745S_02033,8726,9246,7943,3252,3762,3376
E745S_02034,185,167,140,4627,4586,4867
E745S_02035,85,69,57,1536,1694,1722
E745S_02036,135,158,107,1427,1672,1813
E745S_02037,143,128,116,270,287,331
E745S_02038,295,318,285,125,137,127
E745S_02039,266,233,242,66,85,59
E745S_02040,271,228,181,54,84,73
E745S_02041,449,576,532,272,286,285
E745S_02042,68,78,68,10,17,6
E745S_02043,183,211,176,55,61,72
E745S_02044,37,42,52,17,21,16
E745S_02045,577,533,498,340,418,354
E745S_02046,1874,1897,1730,837,1031,915
E745S_02047,4,3,5,1,2,3
E745S_02048,9186,9147,8270,6788,7806,9122
E745S_02049,40378,40611,37301,38422,44114,47605
E745S_02050,361,363,368,221,285,257
E745S_02051,8076,7721,7084,1266,1420,1342
E745S_02052,205296,225622,196637,34666,44927,38005
E745S_02053,6056,5463,4513,3841,4226,4248
E745S_02054,3006,2750,2351,1936,2186,2107
E745S_02055,24929,31210,27688,5235,6184,5717
E745S_02056,10,14,7,17,13,15
E745S_02057,31,23,19,32,45,29
E745S_02058,36,37,42,53,75,72
E745S_02059,81,72,71,134,149,165
E745S_02060,512,464,389,2385,3083,2580
E745S_02061,392,537,378,88,117,90
E745S_02062,44,56,36,2,1,4
E745S_02063,665,683,616,289,366,344
E745S_02064,2852,2929,2635,6492,7121,6415
E745S_02065,2454,2262,2019,5450,6249,5971
E745S_02066,2952,3099,2772,8327,9898,8863
E745S_02067,8532,8341,7939,4356,4723,4415
E745S_02068,1309,1510,1347,745,927,869
E745S_02069,4829,4707,4335,2994,3266,2909
E745S_02070,5736,5692,5108,4008,4329,4097
E745S_02071,1554,1546,1582,1729,2033,1713
E745S_02072,3444,3598,3448,1680,1854,1739
E745S_02073,5778,5602,5484,4897,6315,5497
E745S_02074,815,884,973,949,1073,941
E745S_02075,1342,1447,1274,532,645,589
E745S_02076,1142,1109,948,1936,2178,2010
E745S_02077,1588,1442,1399,533,620,706
E745S_02078,8860,8240,7759,5644,6183,6469
E745S_02079,637,565,590,1061,1233,1132
E745S_02080,2841,2812,2733,4981,5644,5072
E745S_02081,2648,3165,2658,466,582,535
E745S_02082,3253,3256,3102,875,1217,965
E745S_02083,1310,1547,1178,332,426,333
E745S_02084,2049,2024,1973,812,1069,799
E745S_02085,1274,1185,981,441,528,459
E745S_02086,3531,3546,3233,4198,4957,4430
E745S_02087,2543,2238,2149,3379,4121,3585
E745S_02088,2323,2334,2253,2698,2987,2570
E745S_02089,4243,4085,3833,5462,6042,5432
E745S_02090,1710,1883,1672,505,555,530
E745S_02091,190,236,201,64,76,64
E745S_02092,2675,2815,2662,903,1115,969
E745S_02094,199,216,219,50,60,51
E745S_02095,5323,5305,4480,520,582,620
E745S_02096,344,369,361,476,553,452
E745S_02097,65841,74077,62482,10467,11718,10746
E745S_02098,22412,24753,21569,4400,4663,4417
E745S_02099,71386,65015,58547,16780,17901,16087
E745S_02100,7827,8224,7289,10558,12171,11659
E745S_02101,5350,5350,4903,10884,11579,10426
E745S_02102,12871,13311,11326,32733,34745,32351
E745S_02103,5570,5348,5125,7560,8596,8165
E745S_02104,5626,5481,5585,6204,7712,6754
E745S_02105,408,409,449,639,722,647
E745S_02106,860,749,713,557,602,607
E745S_02107,6680,6696,5707,9556,10828,10138
E745S_02108,10590,11720,9764,17788,19411,19088
E745S_02109,3329,4016,3655,4486,6132,5410
E745S_02110,1839,1770,1694,2638,3049,2866
E745S_02111,2752,2727,2612,4160,4505,4150
E745S_02112,382,382,398,409,411,352
E745S_02113,1957,1915,1841,2100,2457,2108
E745S_02114,2336,2473,2240,2638,2957,2561
E745S_02115,1737,1647,1551,1656,1874,1460
E745S_02116,9075,8997,8082,10214,11611,10506
E745S_02117,86,67,76,108,122,110
E745S_02118,521,607,508,907,1013,1029
E745S_02119,126,117,126,83,114,113
E745S_02120,3823,3388,3143,3589,4438,3833
E745S_02121,7279,7082,6209,7708,9271,9440
E745S_02122,961,1155,1039,1626,1881,1749
E745S_02123,14563,13001,11321,6305,7061,6799
E745S_02124,5273,5152,4644,2378,2838,2456
E745S_02125,4381,4420,3946,1592,1897,1578
E745S_02126,3822,3295,3129,1948,2214,1948
E745S_02127,7758,8166,7688,4953,5732,4879
E745S_02128,29842,28250,25001,14375,17267,15619
E745S_02129,21581,19388,18813,15059,16632,15463
E745S_02130,4618,4213,4099,5428,5993,5609
E745S_02131,10058,10082,8502,11431,13344,12116
E745S_02132,16209,15626,13462,17003,19792,18512
E745S_02133,18827,19281,16024,18526,19407,17070
E745S_02134,14117,14302,13271,2427,2940,2634
E745S_02135,5564,5425,5012,2332,2868,2701
E745S_02136,1595,1776,1849,557,624,549
E745S_02137,347,306,292,307,344,314
E745S_02138,1664,1980,1810,1279,1425,1309
E745S_02139,2375,2534,2411,1846,2202,2032
E745S_02140,3614,3667,3210,2681,2991,2756
E745S_02141,2257,2360,1940,3304,3977,3662
E745S_02142,83,82,67,2819,2835,3434
E745S_02143,129,155,97,4371,5194,6204
E745S_02144,197,186,150,5735,6315,8615
E745S_02145,7,5,2,177,167,216
E745S_02146,2,1,1,57,42,53
E745S_02147,6,4,4,54,62,68
E745S_02148,330,301,241,445,546,521
E745S_02149,260,303,327,1201,1952,1516
E745S_02151,575,635,578,801,1015,873
E745S_02152,142,148,137,177,236,228
E745S_02153,690,718,663,608,792,695
E745S_02154,1178,1134,1018,593,767,620
E745S_02155,379,370,332,217,254,215
E745S_02156,469,485,451,389,429,399
E745S_02157,1164,1351,1248,873,1071,989
E745S_02158,106,127,118,1861,2266,1994
E745S_02159,12,17,16,170,254,182
E745S_02160,43,39,36,292,436,302
E745S_02161,13,5,11,118,121,124
E745S_02162,210,203,203,954,1242,1132
E745S_02163,149,137,121,969,1194,1065
E745S_02164,39,59,33,318,392,322
E745S_02166,77,80,85,504,583,496
E745S_02167,24,25,11,142,154,199
E745S_02168,6,4,3,15,16,35
E745S_02169,7,7,6,41,43,36
E745S_02170,38,32,23,169,173,171
E745S_02171,13,15,9,59,84,56
E745S_02172,29,36,16,157,190,174
E745S_02173,19,13,18,72,86,66
E745S_02180,19,30,23,9,15,22
E745S_02181,6,5,3,63,80,79
E745S_02182,18,15,14,76,71,69
E745S_02183,24,30,13,56,80,93
E745S_02184,15,8,14,53,59,56
E745S_02185,98,118,106,419,532,478
E745S_02186,32,34,29,275,353,275
E745S_02187,3,2,5,206,195,163
E745S_02188,49,50,41,402,475,389
E745S_02189,13,17,18,336,355,345
E745S_02190,2,4,2,90,129,107
E745S_02191,2,0,1,41,40,32
E745S_02192,0,0,0,13,17,11
E745S_02193,5,6,9,129,167,149
E745S_02194,23,13,21,308,336,320
E745S_02195,2,1,2,51,65,60
E745S_02196,84,74,95,995,1256,1086
E745S_02198,14,11,8,71,80,73
E745S_02199,79,67,87,219,294,264
E745S_02200,152,208,146,403,444,435
E745S_02201,102,100,79,214,233,188
E745S_02214,45,46,32,24,33,32
E745S_02215,70,80,86,84,65,83
E745S_02217,30,21,27,34,56,30
E745S_02218,222,222,227,489,567,485
E745S_02219,429,488,415,479,549,457
E745S_02220,450,408,392,428,528,436
E745S_02221,6041,5938,5499,3498,4358,3542
E745S_02222,5782,5226,4664,5217,6110,5246
E745S_02223,338,291,267,368,417,406
E745S_02224,60,51,42,45,39,42
E745S_02225,39,29,27,26,36,32
E745S_02226,51,58,47,42,54,40
E745S_02227,36,35,25,35,39,39
E745S_02228,14,23,16,8,22,19
E745S_02229,197,182,151,211,224,217
E745S_02230,126,134,150,148,193,149
E745S_02231,941,919,849,697,853,798
E745S_02232,149,145,157,228,220,222
E745S_02233,47,33,40,18,26,22
E745S_02234,4,9,1,4,3,2
E745S_02235,54,47,31,33,43,42
E745S_02236,274,221,201,286,308,292
E745S_02237,1714,962,910,1155,1318,1236
E745S_02238,1394,1197,1258,819,965,794
E745S_02239,68,55,51,93,95,94
E745S_02240,1089,945,866,1044,1108,1102
E745S_02241,782,968,783,1237,1389,1251
E745S_02242,1781,1654,1517,3009,3328,3218
E745S_02243,4061,4716,4030,1199,1555,1356
E745S_02244,119,139,118,141,171,186
E745S_02245,525,501,483,136,134,162
E745S_02246,943,999,1024,395,477,409
E745S_02247,39,23,34,20,28,25
E745S_02248,1582,1511,1284,817,939,832
E745S_02249,2975,2884,2594,4336,4916,4576
E745S_02250,622,603,548,564,682,589
E745S_02251,4597,4623,4299,3684,4663,4065
E745S_02252,48,55,56,92,114,108
E745S_02253,241,269,225,305,365,299
E745S_02254,230,227,211,179,226,177
E745S_02255,111,100,95,95,105,86
E745S_02256,49,66,57,12,18,14
E745S_02257,39,36,28,11,13,13
E745S_02258,4,8,12,22,32,45
E745S_02259,2,0,4,5,1,3
E745S_02260,37,31,37,17,21,12
E745S_02261,1788,1832,1653,1038,1196,1095
E745S_02262,3320,3489,3294,1207,1454,1388
E745S_02263,613,575,523,747,840,760
E745S_02264,420,437,410,631,671,586
E745S_02265,2083,2096,1869,3165,3527,3194
E745S_02266,2330,2639,2325,3151,3479,3161
E745S_02267,505,526,486,583,640,573
E745S_02268,69,81,92,79,109,83
E745S_02269,1672,1737,1559,1687,2197,2118
E745S_02270,45,36,37,31,20,26
E745S_02271,64,54,78,59,68,69
E745S_02272,2308,2491,2380,646,776,673
E745S_02273,6791,6719,5813,2672,3082,2688
E745S_02274,1704,1530,1500,358,416,365
E745S_02275,2884,2800,2597,654,763,604
E745S_02276,244,326,376,130,204,132
E745S_02277,6155,5623,5035,7588,9248,8394
E745S_02278,1743,2052,1643,6870,7622,6927
E745S_02279,3509,3360,3006,4817,5701,5174
E745S_02280,364,410,387,1308,1806,1558
E745S_02282,495,553,517,1752,2291,2065
E745S_02283,146,163,156,27,53,37
E745S_02284,271,327,224,370,514,461
E745S_02285,7054,7304,6210,2459,2866,2504
E745S_02286,308,283,280,386,488,446
E745S_02287,275,314,269,121,133,125
E745S_02288,226,239,237,103,156,101
E745S_02289,904,968,870,389,443,413
E745S_02290,1862,1767,1514,2000,2079,2030
E745S_02291,7784,6904,6411,4696,5186,4690
E745S_02292,3632,3844,3441,1279,1409,1475
E745S_02293,469,440,423,3730,4808,4369
E745S_02294,227,265,200,419,415,412
E745S_02295,1177,952,807,129495,148912,133232
E745S_02296,74,75,74,5558,5765,5380
E745S_02297,132,112,98,11122,14332,12749
E745S_02298,155,145,156,10025,12718,10708
E745S_02299,423,375,372,20621,24915,21495
E745S_02300,411,368,342,18463,21598,18022
E745S_02301,603,569,481,25133,30125,25563
E745S_02302,2310,2345,2182,4053,5140,4631
E745S_02303,206,350,297,230,437,400
E745S_02304,21146,20431,18846,11279,12639,11452
E745S_02305,527,494,540,532,652,640
E745S_02306,2341,2009,2003,1242,1498,1332
E745S_02307,1222,1412,1271,615,627,612
E745S_02308,1165,1081,1040,702,692,603
E745S_02309,2729,2806,2519,1335,1521,1357
E745S_02310,473,442,319,15525,20145,19094
E745S_02311,477,508,472,1919,2297,2305
E745S_02312,163,162,147,643,690,677
E745S_02313,13470,13049,11261,161420,162525,166144
E745S_02314,2013,1939,1855,1918,2128,1916
E745S_02315,2176,2444,2252,1674,1992,1788
E745S_02316,13,13,16,36,44,42
E745S_02317,125,137,114,98,126,110
E745S_02318,0,3,4,24,24,40
E745S_02319,12,6,5,27,36,49
E745S_02320,2,9,10,20,16,17
E745S_02321,10,21,11,11,8,13
E745S_02322,58,52,34,11,28,13
E745S_02323,66,74,62,45,44,25
E745S_02324,3187,3131,2840,2078,2441,2161
E745S_02325,2,3,4,4,12,5
E745S_02326,3635,3192,2884,2776,2955,2741
E745S_02327,719,706,632,465,501,508
E745S_02328,110,115,91,11,10,8
E745S_02329,10490,10069,8915,6120,7189,6548
E745S_02330,6799,5951,5498,3585,4352,3721
E745S_02331,2594,2359,2567,16688,16448,15157
E745S_02332,25,28,21,14,18,16
E745S_02333,27,38,24,14,8,17
E745S_02334,13486,12808,11437,14095,15451,14659
E745S_02335,90,99,91,78,71,82
E745S_02336,1349,1316,1070,1284,1274,1296
E745S_02337,1316,1167,1030,1221,1302,1258
E745S_02338,1799,1753,1513,1824,2018,1764
E745S_02339,4642,4763,4379,2736,3198,2872
E745S_02340,5611,5689,5507,5510,6203,5792
E745S_02341,161,127,158,24,32,43
E745S_02342,95,108,110,16,20,19
E745S_02343,2012,1901,1799,478,549,453
E745S_02344,1049,933,1097,4617,5701,4662
E745S_02345,242,280,260,279,398,333
E745S_02346,1050,1086,986,471,556,438
E745S_02347,46,31,59,115,122,138
E745S_02348,1160,1088,967,1093,1132,1136
E745S_02349,2753,2677,2571,1607,1902,1631
E745S_02350,2875,2867,2689,2554,2850,2739
E745S_02351,951,996,970,753,865,785
E745S_02352,503,492,434,1038,1175,1015
E745S_02353,572,542,543,968,1113,1071
E745S_02354,8227,6965,6099,3892,4328,4104
E745S_02355,1122,1185,1050,1078,1384,1143
E745S_02356,954,869,885,467,564,472
E745S_02357,2143,2038,1971,9525,11184,9474
E745S_02360,0,1,0,2,4,4
E745S_02361,119,128,136,722,927,757
E745S_02362,67,84,78,156,167,175
E745S_02365,168,146,147,582,623,555
E745S_02366,2085,2095,1772,9942,12476,11134
E745S_02367,408,363,320,632,663,640
E745S_02368,1035,1005,925,1048,1148,1160
E745S_02369,2101,1955,1790,696,792,830
E745S_02370,833,817,781,1725,2155,1827
E745S_02371,1008,809,845,1929,2177,1971
E745S_02372,914,964,809,1411,1710,1554
E745S_02373,32886,32927,30724,19633,21450,20208
E745S_02374,2679,2844,2469,855,949,947
E745S_02375,721,748,690,301,421,353
E745S_02376,3237,3108,2628,1840,2033,1827
E745S_02377,131,136,140,568,791,640
E745S_02378,19863,20012,17812,8690,9998,8643
E745S_02379,2590,2720,2336,2423,2671,2274
E745S_02380,1070,1010,920,1349,1574,1332
E745S_02381,364,347,312,80,105,96
E745S_02382,37943,38435,34231,24990,31469,29257
E745S_02383,12451,13258,11914,8582,9430,9003
E745S_02384,2095,2653,2425,1114,1465,1329
E745S_02385,1969,1838,1879,1305,1552,1507
E745S_02386,3055,3178,2774,2110,2338,2308
E745S_02387,599,514,500,719,797,805
E745S_02388,582,665,558,682,734,629
E745S_02389,4320,4518,4091,1725,2031,1973
E745S_02390,1264,1380,1365,611,789,688
E745S_02391,1070,992,894,638,829,730
E745S_02392,1252,1290,1138,1231,1374,1226
E745S_02393,1753,1691,1505,2578,2883,2546
E745S_02394,18,13,9,25,15,18
E745S_02395,96,63,65,311,366,358
E745S_02396,393,404,337,687,799,767
E745S_02397,76,67,56,63,75,75
E745S_02398,24,11,18,31,20,27
E745S_02399,14,28,18,11,15,18
E745S_02400,29,25,22,14,15,16
E745S_02401,97,116,80,115,106,93
E745S_02402,97,95,104,118,116,107
E745S_02403,168,156,128,177,243,230
E745S_02404,3167,3389,2822,4238,4806,4450
E745S_02405,3470,3600,3145,3297,3549,3360
E745S_02406,76,75,92,301,418,344
E745S_02407,88,72,85,60,63,53
E745S_02408,103,141,116,79,80,76
E745S_02409,10,16,23,5,8,6
E745S_02410,186,196,165,129,183,141
E745S_02411,374,401,369,373,416,339
E745S_02412,202,214,237,319,408,349
E745S_02413,565,563,499,698,865,819
E745S_02415,3328,3429,3019,976,1060,968
E745S_02416,2628,2529,2424,6393,6609,6161
E745S_02417,5176,4488,4001,11055,12024,11593
E745S_02418,7535,6916,5953,17027,18910,17754
E745S_02419,1582,1556,1496,1828,2273,2103
E745S_02420,912,859,855,669,844,776
E745S_02421,10,13,4,2,3,5
E745S_02422,11,13,11,5,7,6
E745S_02424,7,5,18,7,8,6
E745S_02425,9,4,4,1,1,1
E745S_02426,19,12,10,4,4,4
E745S_02427,71,62,49,22,23,39
E745S_02428,178,181,155,119,124,115
E745S_02429,65,60,65,27,28,27
E745S_02430,44,54,46,27,32,35
E745S_02431,3,3,4,1,1,1
E745S_02432,23,19,22,5,9,1
E745S_02433,5,7,2,0,1,5
E745S_02434,52,47,49,18,25,19
E745S_02435,321,306,278,108,117,105
E745S_02436,99,118,119,32,52,39
E745S_02437,4,6,7,3,5,3
E745S_02438,2979,2992,2729,1680,2106,1906
E745S_02439,204,203,163,213,293,245
E745S_02440,378,310,291,632,709,581
E745S_02441,40,37,36,34,47,38
E745S_02442,34,33,50,41,41,52
E745S_02443,193,232,189,373,468,386
E745S_02444,175,185,141,232,219,354
E745S_02445,6,7,4,11,16,13
E745S_02446,13,17,13,10,5,8
E745S_02447,9,10,8,2,5,7
E745S_02448,274,290,239,170,187,202
E745S_02449,401,447,400,516,620,562
E745S_02450,347,345,333,333,382,339
E745S_02451,512,460,390,317,323,325
E745S_02452,390,411,329,390,451,367
E745S_02453,877,787,750,409,459,425
E745S_02454,117,123,122,98,115,123
E745S_02455,704,677,600,494,557,507
E745S_02456,1263,1432,1334,516,588,497
E745S_02457,719,728,677,420,561,463
E745S_02458,13981,13377,11768,10561,11701,10652
E745S_02459,2158,2091,1960,1790,2115,1961
E745S_02460,2202,2354,2037,2206,2428,2245
E745S_02461,2167,2015,1902,2619,2949,2670
E745S_02462,3256,3329,2972,5670,6683,6270
E745S_02463,2109,2133,1952,1784,1965,1977
E745S_02464,1171,1295,1191,1527,1652,1638
E745S_02465,1930,1663,1548,1324,1574,1375
E745S_02466,8286,8093,7189,6903,7667,6840
E745S_02467,821,741,808,778,919,831
E745S_02468,1826,1975,1779,1792,1989,1831
E745S_02469,5048,4497,4075,5485,5942,5600
E745S_02470,1408,1323,1204,1407,1557,1417
E745S_02471,11665,10515,9632,9149,10552,9704
E745S_02472,12593,11177,9890,12475,13980,12814
E745S_02473,6063,5425,5191,7059,7537,7054
E745S_02474,6494,5220,5180,5295,6073,5535
E745S_02475,184,184,193,57,77,75
E745S_02476,168,152,131,24,28,35
E745S_02477,211,192,168,88,109,104
E745S_02478,1800,1881,1803,4379,5918,5301
E745S_02479,370,309,289,335,373,364
E745S_02480,2336,2227,1847,1165,1316,1245
E745S_02481,1763,1770,1546,1446,1612,1558
E745S_02482,421,415,373,156,191,202
E745S_02483,611,537,517,465,499,446
E745S_02484,21423,18805,17786,7256,8258,7324
E745S_02485,106,89,93,141,163,146
E745S_02486,275,329,256,353,427,368
E745S_02487,387,429,398,495,621,525
E745S_02489,647,720,677,2488,2873,2568
E745S_02490,7736,7415,7148,1765,2212,2286
E745S_02491,151872,179335,168877,52830,64731,60538
E745S_02492,70194,66076,61244,33028,38775,36192
E745S_02493,72998,69073,58887,20952,22428,21810
E745S_02494,110587,109708,105849,46460,54350,49583
E745S_02497,5,3,6,2,4,5
E745S_02498,1314,1382,1222,2181,2394,2279
E745S_02499,3498,2637,2703,1452,1966,1763
E745S_02500,10543,8394,7790,5180,5592,5307
E745S_02501,1059,1029,947,1425,1567,1397
E745S_02502,777,928,789,1591,1705,1518
E745S_02503,1576,1775,1835,1964,2559,2244
E745S_02504,801,825,701,1038,1119,1081
E745S_02505,7718,7304,6299,8888,10033,9212
E745S_02506,1104,1221,1144,1106,1431,1232
E745S_02507,5836,5932,5790,4341,5229,4751
E745S_02508,1924,1915,1756,1395,1513,1394
E745S_02509,5340,4783,4650,3275,3531,3191
E745S_02510,3207,3291,3295,2423,2825,2234
E745S_02511,19570,20145,17975,16043,18297,16101
E745S_02512,13859,14631,11706,8345,10117,8380
E745S_02513,16501,17561,16268,13286,14812,13122
E745S_02514,7382,7090,6060,7406,7608,6890
E745S_02515,1337,1163,1251,1481,1598,1537
E745S_02516,16113,16958,15239,14931,16100,15940
E745S_02517,852,690,665,784,776,849
E745S_02518,464,438,416,510,522,567
E745S_02519,420,320,319,417,479,458
E745S_02520,172,166,129,154,185,160
E745S_02521,646,522,583,148,178,171
E745S_02524,1047,1253,1090,4446,6164,5970
E745S_02525,773,752,730,870,1079,953
E745S_02526,469,552,501,633,706,623
E745S_02527,158,143,138,122,152,134
E745S_02528,416,421,400,433,571,590
E745S_02529,92,101,77,32,31,36
E745S_02530,95,112,109,37,36,42
E745S_02531,7735,8581,7051,34168,40039,38233
E745S_02532,15792,15080,13466,18582,21100,19005
E745S_02533,3465,3083,2840,2219,2417,2191
E745S_02534,3814,3459,3104,4221,5043,4611
E745S_02535,3331,3375,3183,6092,6268,5721
E745S_02536,1325,1316,1205,1483,1754,1613
E745S_02537,1198,1160,1013,1375,1530,1297
E745S_02538,1478,1400,1250,2629,3123,2856
E745S_02539,928,838,777,2075,2181,1986
E745S_02540,2160,2164,2072,3816,4706,4122
E745S_02541,2104,1968,1839,3142,3568,3185
E745S_02542,2567,3175,2809,4586,5322,4842
E745S_02543,255,242,236,168,218,205
E745S_02544,107,102,108,37,68,49
E745S_02545,8347,8244,7978,9860,10900,10109
E745S_02546,1664,1664,1519,1848,2318,2314
E745S_02547,166,159,163,225,243,238
E745S_02549,2253,2067,1722,2435,2443,2349
E745S_02550,1290,1391,1239,1241,1502,1409
E745S_02551,4649,4403,3998,6373,7241,6646
E745S_02552,5375,5426,4801,8054,8838,8137
E745S_02553,765,778,718,1582,1839,1707
E745S_02554,5932,5760,4890,15790,17580,16710
E745S_02555,4251,4169,4051,3751,4460,3849
E745S_02556,14496,14544,13350,9099,10524,9628
E745S_02557,9300,9585,8494,16706,19694,18194
E745S_02558,3710,3755,3340,480,554,452
E745S_02560,455,528,503,365,448,448
E745S_02561,4083,5275,4192,2262,2599,2467
E745S_02562,1832,1614,1565,1247,1341,1380
E745S_02563,1025,971,895,3014,3459,3266
E745S_02564,1027,1023,919,2925,3431,3151
E745S_02565,29,20,18,50,36,47
E745S_02566,129,142,104,77,92,113
E745S_02567,95,133,112,76,94,86
E745S_02568,237,216,188,822,975,861
E745S_02569,347,362,305,743,813,706
E745S_02570,4608,4309,4013,2991,3232,3191
E745S_02571,14659,13551,11494,8083,8521,8300
E745S_02572,458,452,462,212,264,228
E745S_02573,627,667,635,484,586,573
E745S_02574,681,618,549,223,202,240
E745S_02575,47709,52638,48628,38552,49456,42762
E745S_02576,33373,34164,32267,32532,32916,32056
E745S_02577,202,214,180,145,173,191
E745S_02578,2631,2466,2146,2987,3248,2861
E745S_02579,8253,8405,7247,9462,10201,9179
E745S_02580,1352,1387,1277,1622,1885,1755
E745S_02581,918,787,765,888,903,892
E745S_02582,6707,6406,5482,5607,6334,5628
E745S_02583,1011,1015,864,635,774,648
E745S_02584,3084,3135,2784,251,281,290
E745S_02585,13028,13082,11725,2550,3084,2578
E745S_02586,1280,1270,1220,369,440,373
E745S_02587,3387,3499,2898,1264,1566,1337
E745S_02588,2098,2181,1954,920,1114,1013
E745S_02589,1639,1421,1291,753,822,817
E745S_02590,1221,1302,1114,352,406,337
E745S_02591,2349,2224,2029,773,883,818
E745S_02592,1425,1148,1026,512,608,537
E745S_02593,1062,1075,873,465,537,451
E745S_02594,2871,2682,2514,1346,1574,1298
E745S_02595,1586,1698,1413,756,806,729
E745S_02596,1509,1546,1295,452,472,403
E745S_02597,698,784,613,156,194,165
E745S_02598,1332,1276,1093,344,412,376
E745S_02599,780,712,681,258,296,228
E745S_02600,1182,1228,1023,396,539,425
E745S_02601,693,589,546,276,369,321
E745S_02602,683,543,502,224,241,230
E745S_02603,929,863,811,466,584,553
E745S_02604,13,13,19,4,16,15
E745S_02605,800,737,673,340,384,321
E745S_02606,1248,1591,1258,733,782,733
E745S_02607,16,10,11,29,48,44
E745S_02608,13,9,11,41,55,71
E745S_02609,17,23,14,25,28,30
E745S_02610,4,5,8,6,6,6
E745S_02611,18,20,21,14,21,12
E745S_02612,5944,6036,5922,1176,1349,1272
E745S_02613,439,343,319,2514,2857,2566
E745S_02614,901,717,664,1056,1223,958
E745S_02615,2878,2736,2561,7776,8688,8334
E745S_02616,5252,5230,4597,5149,5946,5486
E745S_02617,652,528,533,236,235,240
E745S_02618,1243,1334,1163,1473,1745,1582
E745S_02619,7689,7651,7015,2734,3453,3026
E745S_02620,28,49,41,51,72,59
E745S_02621,2137,1984,1562,10505,11566,10612
E745S_02622,41,48,45,23,40,33
E745S_02623,111,59,98,81,57,91
E745S_02624,15948,13550,15503,8213,10244,9733
E745S_02625,3322,3366,3067,1887,2126,1939
E745S_02626,1796,1338,1311,1059,1146,1061
E745S_02627,7025,6424,5860,4027,4279,3901
E745S_02628,9135,9251,8754,5186,6509,5418
E745S_02629,484,451,405,463,534,528
E745S_02630,314,284,294,341,384,398
E745S_02631,104,79,82,117,152,140
E745S_02632,1137,1042,977,1475,1640,1510
E745S_02633,8787,9463,9097,3203,4243,3507
E745S_02635,26,32,29,92,114,95
E745S_02636,398,419,329,239,273,274
E745S_02637,128,133,96,137,134,121
E745S_02638,1656,1807,1520,1641,1788,1746
E745S_02639,1991,2230,2002,2878,3463,3117
E745S_02640,39,28,43,42,53,54
E745S_02641,89,90,90,150,137,124
E745S_02642,11,12,14,39,37,31
E745S_02643,4,7,7,13,16,16
E745S_02644,24,32,36,116,88,98
E745S_02645,40,31,34,39,49,69
E745S_02646,16,24,19,20,22,25
E745S_02647,1997,2081,1883,1809,2361,2038
E745S_02648,110,100,91,56,76,79
E745S_02649,98,155,115,59,72,78
E745S_02652,2,2,1,1,4,0
E745S_02655,274,306,267,74,83,69
E745S_02656,110,103,93,431,542,424
E745S_02657,9,37,27,8,19,3
E745S_02658,3344,3205,2879,3484,4144,3744
E745S_02659,12,20,11,5,9,3
E745S_02660,17,27,20,9,14,8
E745S_02661,57,58,62,53,52,56
E745S_02662,224,248,225,182,218,212
E745S_02663,550,485,579,127,173,149
E745S_02664,304,245,250,713,878,776
E745S_02666,67,93,78,53,83,50
E745S_02667,931,914,806,300,351,279
E745S_02668,2737,2561,2456,5737,6282,5800
E745S_02669,878,973,836,1632,1946,1705
E745S_02670,1672,1394,1269,1450,1789,1669
E745S_02671,845,799,708,755,864,840
E745S_02672,5371,5087,4633,5257,6601,5787
E745S_02673,477,454,371,286,326,315
E745S_02674,456,433,378,280,357,338
E745S_02675,616,613,520,744,840,786
E745S_02676,17518,20477,22568,4091,4378,4277
E745S_02677,4421,3429,3582,445,631,544
E745S_02678,390,448,373,332,340,315
E745S_02679,1013,1268,1251,632,725,634
E745S_02680,2924,2751,2521,2074,2275,2124
E745S_02681,15507,19648,18331,3808,5301,4324
E745S_02682,297,248,239,65,87,68
E745S_02683,21,9,19,10,20,15
E745S_02687,40,34,39,29,38,32
E745S_02689,57,34,36,19,40,28
E745S_02690,9,11,10,6,3,2
E745S_02692,1,3,2,4,3,2
E745S_02695,4,9,9,5,2,3
E745S_02696,1037,958,953,1667,1902,1695
E745S_02697,388,339,327,781,855,773
E745S_02698,9,16,14,5,7,3
E745S_02699,43,64,50,21,20,19
E745S_02701,32,37,43,13,21,10
E745S_02702,18,7,6,5,3,6
E745S_02703,17,15,11,5,7,6
E745S_02704,41,74,55,17,19,17
E745S_02705,127,136,133,54,63,59
E745S_02706,56,53,54,36,56,40
E745S_02707,72,84,50,30,40,42
E745S_02708,709,747,730,48,64,73
E745S_02709,489,491,421,100,120,116
E745S_02710,1073,1039,957,215,223,246
E745S_02711,3082,2659,2488,1598,1616,1467
E745S_02712,154,164,137,98,126,101
E745S_02713,31,44,25,30,37,34
E745S_02714,17,12,10,9,6,7
E745S_02715,35,26,25,26,25,30
E745S_02716,38,33,28,11,21,18
E745S_02717,7,3,2,2,2,5
E745S_02718,12,14,10,15,11,12
E745S_02719,17,16,13,25,26,27
E745S_02720,10,11,7,8,14,16
E745S_02721,13,22,9,10,6,12
E745S_02722,61,61,42,36,59,38
E745S_02723,45,37,38,26,30,34
E745S_02726,518,625,591,1367,1702,1574
E745S_02727,9,11,5,6,7,6
E745S_02728,1,2,1,3,2,3
